FIPS Code,State,Area name,Attribute,Value
5083,AR,Logan County,"Percent of adults who are high school graduates (or equivalent), 2000",38.4
5083,AR,Logan County,"Percent of adults completing some college or associate degree, 2000",22
5083,AR,Logan County,"Percent of adults with a bachelor's degree or higher, 2000",9.4
5083,AR,Logan County,"Less than high school graduate, 2008-12",3009
5083,AR,Logan County,"High school graduate (or equivalency), 2008-12",6476
5083,AR,Logan County,"Some college or associate degree, 2008-12",3886
5083,AR,Logan County,"Bachelor's degree or higher, 2008-12",1774
5083,AR,Logan County,"Percent of adults who are not high school graduates, 2008-12",19.86794322
5083,AR,Logan County,"Percent of adults who are high school graduates (or equivalent), 2008-12",42.75998679
5083,AR,Logan County,"Percent of adults completing some college or associate degree, 2008-12",25.65863321
5083,AR,Logan County,"Percent of adults with a bachelor's degree or higher, 2008-12",11.71343678
5083,AR,Logan County,"Less than high school graduate, 2019-23",1629
5083,AR,Logan County,"High school graduate (or equivalency), 2019-23",6652
5083,AR,Logan County,"Some college or associate degree, 2019-23",4564
5083,AR,Logan County,"Bachelor's degree or higher, 2019-23",2365
5083,AR,Logan County,"Percent of adults who are not high school graduates, 2019-23",10.71005917
5083,AR,Logan County,"Percent of adults who are high school graduates (or equivalent), 2019-23",43.73438527
5083,AR,Logan County,"Percent of adults completing some college or associate degree, 2019-23",30.00657462
5083,AR,Logan County,"Percent of adults with a bachelor's degree or higher, 2019-23",15.54898093
5085,AR,Lonoke County,2013 Urban Influence Code,2
5085,AR,Lonoke County,2024 Urban Influence Code,4
5085,AR,Lonoke County,2013 Rural-urban Continuum Code,2
5085,AR,Lonoke County,2023 Rural-urban Continuum Code,2
5085,AR,Lonoke County,"Less than a high school diploma, 1970",9052
5085,AR,Lonoke County,"High school diploma only, 1970",3726
5085,AR,Lonoke County,"Some college (1-3 years), 1970",808
5085,AR,Lonoke County,"Four years of college or higher, 1970",593
5085,AR,Lonoke County,"Percent of adults with less than a high school diploma, 1970",63.8
5085,AR,Lonoke County,"Percent of adults with a high school diploma only, 1970",26.3
5085,AR,Lonoke County,"Percent of adults completing some college (1-3 years), 1970",5.7
5085,AR,Lonoke County,"Percent of adults completing four years of college or higher, 1970",4.2
5085,AR,Lonoke County,"Less than a high school diploma, 1980",9075
5085,AR,Lonoke County,"High school diploma only, 1980",6794
5085,AR,Lonoke County,"Some college (1-3 years), 1980",2023
5085,AR,Lonoke County,"Four years of college or higher, 1980",1559
5085,AR,Lonoke County,"Percent of adults with less than a high school diploma, 1980",46.7
5085,AR,Lonoke County,"Percent of adults with a high school diploma only, 1980",34.9
5085,AR,Lonoke County,"Percent of adults completing some college (1-3 years), 1980",10.4
5085,AR,Lonoke County,"Percent of adults completing four years of college or higher, 1980",8
5085,AR,Lonoke County,"Less than high school graduate, 1990",8028
5085,AR,Lonoke County,"High school graduate (or equivalency), 1990",8617
5085,AR,Lonoke County,"Some college or associate degree, 1990",5318
5085,AR,Lonoke County,"Bachelor's degree or higher, 1990",2437
5085,AR,Lonoke County,"Percent of adults who are not high school graduates, 1990",32.9
5085,AR,Lonoke County,"Percent of adults who are high school graduates (or equivalent), 1990",35.3
5085,AR,Lonoke County,"Percent of adults completing some college or associate degree, 1990",21.8
5085,AR,Lonoke County,"Percent of adults with a bachelor's degree or higher, 1990",10
5085,AR,Lonoke County,"Less than high school graduate, 2000",7483
5085,AR,Lonoke County,"High school graduate (or equivalency), 2000",11944
5085,AR,Lonoke County,"Some college or associate degree, 2000",9167
5085,AR,Lonoke County,"Bachelor's degree or higher, 2000",4874
5085,AR,Lonoke County,"Percent of adults who are not high school graduates, 2000",22.4
5085,AR,Lonoke County,"Percent of adults who are high school graduates (or equivalent), 2000",35.7
5085,AR,Lonoke County,"Percent of adults completing some college or associate degree, 2000",27.4
5085,AR,Lonoke County,"Percent of adults with a bachelor's degree or higher, 2000",14.6
5085,AR,Lonoke County,"Less than high school graduate, 2008-12",6073
5085,AR,Lonoke County,"High school graduate (or equivalency), 2008-12",15392
5085,AR,Lonoke County,"Some college or associate degree, 2008-12",14665
5085,AR,Lonoke County,"Bachelor's degree or higher, 2008-12",7854
5085,AR,Lonoke County,"Percent of adults who are not high school graduates, 2008-12",13.80729356
5085,AR,Lonoke County,"Percent of adults who are high school graduates (or equivalent), 2008-12",34.99454347
5085,AR,Lonoke County,"Percent of adults completing some college or associate degree, 2008-12",33.3416697
5085,AR,Lonoke County,"Percent of adults with a bachelor's degree or higher, 2008-12",17.85649327
5085,AR,Lonoke County,"Less than high school graduate, 2019-23",4921
5085,AR,Lonoke County,"High school graduate (or equivalency), 2019-23",18610
5085,AR,Lonoke County,"Some college or associate degree, 2019-23",16186
5085,AR,Lonoke County,"Bachelor's degree or higher, 2019-23",10554
5085,AR,Lonoke County,"Percent of adults who are not high school graduates, 2019-23",9.788943924
5085,AR,Lonoke County,"Percent of adults who are high school graduates (or equivalent), 2019-23",37.0193551
5085,AR,Lonoke County,"Percent of adults completing some college or associate degree, 2019-23",32.19748961
5085,AR,Lonoke County,"Percent of adults with a bachelor's degree or higher, 2019-23",20.99421137
5087,AR,Madison County,2013 Urban Influence Code,2
5087,AR,Madison County,2024 Urban Influence Code,4
5087,AR,Madison County,2013 Rural-urban Continuum Code,2
5087,AR,Madison County,2023 Rural-urban Continuum Code,2
5087,AR,Madison County,"Less than a high school diploma, 1970",4200
5087,AR,Madison County,"High school diploma only, 1970",968
5087,AR,Madison County,"Some college (1-3 years), 1970",270
5087,AR,Madison County,"Four years of college or higher, 1970",225
5087,AR,Madison County,"Percent of adults with less than a high school diploma, 1970",74.2
5087,AR,Madison County,"Percent of adults with a high school diploma only, 1970",17.1
5087,AR,Madison County,"Percent of adults completing some college (1-3 years), 1970",4.8
5087,AR,Madison County,"Percent of adults completing four years of college or higher, 1970",4
5087,AR,Madison County,"Less than a high school diploma, 1980",3691
5087,AR,Madison County,"High school diploma only, 1980",2341
5087,AR,Madison County,"Some college (1-3 years), 1980",606
5087,AR,Madison County,"Four years of college or higher, 1980",440
5087,AR,Madison County,"Percent of adults with less than a high school diploma, 1980",52.1
5087,AR,Madison County,"Percent of adults with a high school diploma only, 1980",33.1
5087,AR,Madison County,"Percent of adults completing some college (1-3 years), 1980",8.6
5087,AR,Madison County,"Percent of adults completing four years of college or higher, 1980",6.2
5087,AR,Madison County,"Less than high school graduate, 1990",3053
5087,AR,Madison County,"High school graduate (or equivalency), 1990",2635
5087,AR,Madison County,"Some college or associate degree, 1990",1242
5087,AR,Madison County,"Bachelor's degree or higher, 1990",623
5087,AR,Madison County,"Percent of adults who are not high school graduates, 1990",40.4
5087,AR,Madison County,"Percent of adults who are high school graduates (or equivalent), 1990",34.9
5087,AR,Madison County,"Percent of adults completing some college or associate degree, 1990",16.4
5087,AR,Madison County,"Percent of adults with a bachelor's degree or higher, 1990",8.2
5087,AR,Madison County,"Less than high school graduate, 2000",3001
5087,AR,Madison County,"High school graduate (or equivalency), 2000",3624
5087,AR,Madison County,"Some college or associate degree, 2000",1764
5087,AR,Madison County,"Bachelor's degree or higher, 2000",938
5087,AR,Madison County,"Percent of adults who are not high school graduates, 2000",32.2
5087,AR,Madison County,"Percent of adults who are high school graduates (or equivalent), 2000",38.9
5087,AR,Madison County,"Percent of adults completing some college or associate degree, 2000",18.9
5087,AR,Madison County,"Percent of adults with a bachelor's degree or higher, 2000",10.1
5087,AR,Madison County,"Less than high school graduate, 2008-12",2685
5087,AR,Madison County,"High school graduate (or equivalency), 2008-12",4481
5087,AR,Madison County,"Some college or associate degree, 2008-12",2345
5087,AR,Madison County,"Bachelor's degree or higher, 2008-12",1146
5087,AR,Madison County,"Percent of adults who are not high school graduates, 2008-12",25.1947077
5087,AR,Madison County,"Percent of adults who are high school graduates (or equivalent), 2008-12",42.04748053
5087,AR,Madison County,"Percent of adults completing some college or associate degree, 2008-12",22.00431641
5087,AR,Madison County,"Percent of adults with a bachelor's degree or higher, 2008-12",10.75349536
5087,AR,Madison County,"Less than high school graduate, 2019-23",1702
5087,AR,Madison County,"High school graduate (or equivalency), 2019-23",6186
5087,AR,Madison County,"Some college or associate degree, 2019-23",2540
5087,AR,Madison County,"Bachelor's degree or higher, 2019-23",1536
5087,AR,Madison County,"Percent of adults who are not high school graduates, 2019-23",14.22601137
5087,AR,Madison County,"Percent of adults who are high school graduates (or equivalent), 2019-23",51.70511535
5087,AR,Madison County,"Percent of adults completing some college or associate degree, 2019-23",21.23035774
5087,AR,Madison County,"Percent of adults with a bachelor's degree or higher, 2019-23",12.83851555
5089,AR,Marion County,2013 Urban Influence Code,10
5089,AR,Marion County,2024 Urban Influence Code,9
5089,AR,Marion County,2013 Rural-urban Continuum Code,9
5089,AR,Marion County,2023 Rural-urban Continuum Code,9
5089,AR,Marion County,"Less than a high school diploma, 1970",2973
5089,AR,Marion County,"High school diploma only, 1970",1236
5089,AR,Marion County,"Some college (1-3 years), 1970",289
5089,AR,Marion County,"Four years of college or higher, 1970",127
5089,AR,Marion County,"Percent of adults with less than a high school diploma, 1970",64.3
5089,AR,Marion County,"Percent of adults with a high school diploma only, 1970",26.7
5089,AR,Marion County,"Percent of adults completing some college (1-3 years), 1970",6.2
5089,AR,Marion County,"Percent of adults completing four years of college or higher, 1970",2.7
5089,AR,Marion County,"Less than a high school diploma, 1980",3269
5089,AR,Marion County,"High school diploma only, 1980",2774
5089,AR,Marion County,"Some college (1-3 years), 1980",877
5089,AR,Marion County,"Four years of college or higher, 1980",540
5089,AR,Marion County,"Percent of adults with less than a high school diploma, 1980",43.8
5089,AR,Marion County,"Percent of adults with a high school diploma only, 1980",37.2
5089,AR,Marion County,"Percent of adults completing some college (1-3 years), 1980",11.8
5089,AR,Marion County,"Percent of adults completing four years of college or higher, 1980",7.2
5089,AR,Marion County,"Less than high school graduate, 1990",3099
5089,AR,Marion County,"High school graduate (or equivalency), 1990",3093
5089,AR,Marion County,"Some college or associate degree, 1990",1776
5089,AR,Marion County,"Bachelor's degree or higher, 1990",695
5089,AR,Marion County,"Percent of adults who are not high school graduates, 1990",35.8
5089,AR,Marion County,"Percent of adults who are high school graduates (or equivalent), 1990",35.7
5089,AR,Marion County,"Percent of adults completing some college or associate degree, 1990",20.5
5089,AR,Marion County,"Percent of adults with a bachelor's degree or higher, 1990",8
5089,AR,Marion County,"Less than high school graduate, 2000",2783
5089,AR,Marion County,"High school graduate (or equivalency), 2000",4440
5089,AR,Marion County,"Some college or associate degree, 2000",3160
5089,AR,Marion County,"Bachelor's degree or higher, 2000",1210
5089,AR,Marion County,"Percent of adults who are not high school graduates, 2000",24
5089,AR,Marion County,"Percent of adults who are high school graduates (or equivalent), 2000",38.3
5089,AR,Marion County,"Percent of adults completing some college or associate degree, 2000",27.3
5089,AR,Marion County,"Percent of adults with a bachelor's degree or higher, 2000",10.4
5089,AR,Marion County,"Less than high school graduate, 2008-12",2061
5089,AR,Marion County,"High school graduate (or equivalency), 2008-12",5069
5089,AR,Marion County,"Some college or associate degree, 2008-12",3890
5089,AR,Marion County,"Bachelor's degree or higher, 2008-12",1671
5089,AR,Marion County,"Percent of adults who are not high school graduates, 2008-12",16.23985502
5089,AR,Marion County,"Percent of adults who are high school graduates (or equivalent), 2008-12",39.94169096
5089,AR,Marion County,"Percent of adults completing some college or associate degree, 2008-12",30.6516429
5089,AR,Marion County,"Percent of adults with a bachelor's degree or higher, 2008-12",13.16681113
5089,AR,Marion County,"Less than high school graduate, 2019-23",1782
5089,AR,Marion County,"High school graduate (or equivalency), 2019-23",4706
5089,AR,Marion County,"Some college or associate degree, 2019-23",4521
5089,AR,Marion County,"Bachelor's degree or higher, 2019-23",2010
5089,AR,Marion County,"Percent of adults who are not high school graduates, 2019-23",13.68768723
5089,AR,Marion County,"Percent of adults who are high school graduates (or equivalent), 2019-23",36.14716952
5089,AR,Marion County,"Percent of adults completing some college or associate degree, 2019-23",34.72616944
5089,AR,Marion County,"Percent of adults with a bachelor's degree or higher, 2019-23",15.43897381
5091,AR,Miller County,2013 Urban Influence Code,2
5091,AR,Miller County,2024 Urban Influence Code,4
5091,AR,Miller County,2013 Rural-urban Continuum Code,3
5091,AR,Miller County,2023 Rural-urban Continuum Code,3
5091,AR,Miller County,"Less than a high school diploma, 1970",10932
5091,AR,Miller County,"High school diploma only, 1970",4911
5091,AR,Miller County,"Some college (1-3 years), 1970",1630
5091,AR,Miller County,"Four years of college or higher, 1970",981
5091,AR,Miller County,"Percent of adults with less than a high school diploma, 1970",59.2
5091,AR,Miller County,"Percent of adults with a high school diploma only, 1970",26.6
5091,AR,Miller County,"Percent of adults completing some college (1-3 years), 1970",8.8
5091,AR,Miller County,"Percent of adults completing four years of college or higher, 1970",5.3
5091,AR,Miller County,"Less than a high school diploma, 1980",9890
5091,AR,Miller County,"High school diploma only, 1980",7651
5091,AR,Miller County,"Some college (1-3 years), 1980",2684
5091,AR,Miller County,"Four years of college or higher, 1980",1705
5091,AR,Miller County,"Percent of adults with less than a high school diploma, 1980",45.1
5091,AR,Miller County,"Percent of adults with a high school diploma only, 1980",34.9
5091,AR,Miller County,"Percent of adults completing some college (1-3 years), 1980",12.2
5091,AR,Miller County,"Percent of adults completing four years of college or higher, 1980",7.8
5091,AR,Miller County,"Less than high school graduate, 1990",8607
5091,AR,Miller County,"High school graduate (or equivalency), 1990",8118
5091,AR,Miller County,"Some college or associate degree, 1990",4858
5091,AR,Miller County,"Bachelor's degree or higher, 1990",2263
5091,AR,Miller County,"Percent of adults who are not high school graduates, 1990",36.1
5091,AR,Miller County,"Percent of adults who are high school graduates (or equivalent), 1990",34
5091,AR,Miller County,"Percent of adults completing some college or associate degree, 1990",20.4
5091,AR,Miller County,"Percent of adults with a bachelor's degree or higher, 1990",9.5
5091,AR,Miller County,"Less than high school graduate, 2000",6627
5091,AR,Miller County,"High school graduate (or equivalency), 2000",9225
5091,AR,Miller County,"Some college or associate degree, 2000",6710
5091,AR,Miller County,"Bachelor's degree or higher, 2000",3228
5091,AR,Miller County,"Percent of adults who are not high school graduates, 2000",25.7
5091,AR,Miller County,"Percent of adults who are high school graduates (or equivalent), 2000",35.8
5091,AR,Miller County,"Percent of adults completing some college or associate degree, 2000",26
5091,AR,Miller County,"Percent of adults with a bachelor's degree or higher, 2000",12.5
5091,AR,Miller County,"Less than high school graduate, 2008-12",4598
5091,AR,Miller County,"High school graduate (or equivalency), 2008-12",11441
5091,AR,Miller County,"Some college or associate degree, 2008-12",9060
5091,AR,Miller County,"Bachelor's degree or higher, 2008-12",3704
5091,AR,Miller County,"Percent of adults who are not high school graduates, 2008-12",15.9636149
5091,AR,Miller County,"Percent of adults who are high school graduates (or equivalent), 2008-12",39.72155678
5091,AR,Miller County,"Percent of adults completing some college or associate degree, 2008-12",31.45505676
5091,AR,Miller County,"Percent of adults with a bachelor's degree or higher, 2008-12",12.85977155
5091,AR,Miller County,"Less than high school graduate, 2019-23",3777
5091,AR,Miller County,"High school graduate (or equivalency), 2019-23",11672
5091,AR,Miller County,"Some college or associate degree, 2019-23",8789
5091,AR,Miller County,"Bachelor's degree or higher, 2019-23",4633
5091,AR,Miller County,"Percent of adults who are not high school graduates, 2019-23",13.08233175
5091,AR,Miller County,"Percent of adults who are high school graduates (or equivalent), 2019-23",40.42811125
5091,AR,Miller County,"Percent of adults completing some college or associate degree, 2019-23",30.44231235
5091,AR,Miller County,"Percent of adults with a bachelor's degree or higher, 2019-23",16.04724464
5093,AR,Mississippi County,2013 Urban Influence Code,3
5093,AR,Mississippi County,2024 Urban Influence Code,5
5093,AR,Mississippi County,2013 Rural-urban Continuum Code,4
5093,AR,Mississippi County,2023 Rural-urban Continuum Code,4
5093,AR,Mississippi County,"Less than a high school diploma, 1970",21171
5093,AR,Mississippi County,"High school diploma only, 1970",6221
5093,AR,Mississippi County,"Some college (1-3 years), 1970",1701
5093,AR,Mississippi County,"Four years of college or higher, 1970",1693
5093,AR,Mississippi County,"Percent of adults with less than a high school diploma, 1970",68.8
5093,AR,Mississippi County,"Percent of adults with a high school diploma only, 1970",20.2
5093,AR,Mississippi County,"Percent of adults completing some college (1-3 years), 1970",5.5
5093,AR,Mississippi County,"Percent of adults completing four years of college or higher, 1970",5.5
5093,AR,Mississippi County,"Less than a high school diploma, 1980",16741
5093,AR,Mississippi County,"High school diploma only, 1980",9086
5093,AR,Mississippi County,"Some college (1-3 years), 1980",2955
5093,AR,Mississippi County,"Four years of college or higher, 1980",2721
5093,AR,Mississippi County,"Percent of adults with less than a high school diploma, 1980",53.1
5093,AR,Mississippi County,"Percent of adults with a high school diploma only, 1980",28.8
5093,AR,Mississippi County,"Percent of adults completing some college (1-3 years), 1980",9.4
5093,AR,Mississippi County,"Percent of adults completing four years of college or higher, 1980",8.6
5093,AR,Mississippi County,"Less than high school graduate, 1990",13321
5093,AR,Mississippi County,"High school graduate (or equivalency), 1990",9897
5093,AR,Mississippi County,"Some college or associate degree, 1990",6616
5093,AR,Mississippi County,"Bachelor's degree or higher, 1990",3506
5093,AR,Mississippi County,"Percent of adults who are not high school graduates, 1990",40
5093,AR,Mississippi County,"Percent of adults who are high school graduates (or equivalent), 1990",29.7
5093,AR,Mississippi County,"Percent of adults completing some college or associate degree, 1990",19.8
5093,AR,Mississippi County,"Percent of adults with a bachelor's degree or higher, 1990",10.5
5093,AR,Mississippi County,"Less than high school graduate, 2000",11148
5093,AR,Mississippi County,"High school graduate (or equivalency), 2000",10151
5093,AR,Mississippi County,"Some college or associate degree, 2000",6742
5093,AR,Mississippi County,"Bachelor's degree or higher, 2000",3571
5093,AR,Mississippi County,"Percent of adults who are not high school graduates, 2000",35.3
5093,AR,Mississippi County,"Percent of adults who are high school graduates (or equivalent), 2000",32.1
5093,AR,Mississippi County,"Percent of adults completing some college or associate degree, 2000",21.3
5093,AR,Mississippi County,"Percent of adults with a bachelor's degree or higher, 2000",11.3
5093,AR,Mississippi County,"Less than high school graduate, 2008-12",6815
5093,AR,Mississippi County,"High school graduate (or equivalency), 2008-12",11052
5093,AR,Mississippi County,"Some college or associate degree, 2008-12",7746
5093,AR,Mississippi County,"Bachelor's degree or higher, 2008-12",3478
5093,AR,Mississippi County,"Percent of adults who are not high school graduates, 2008-12",23.42648929
5093,AR,Mississippi County,"Percent of adults who are high school graduates (or equivalent), 2008-12",37.99113128
5093,AR,Mississippi County,"Percent of adults completing some college or associate degree, 2008-12",26.62679179
5093,AR,Mississippi County,"Percent of adults with a bachelor's degree or higher, 2008-12",11.95558764
5093,AR,Mississippi County,"Less than high school graduate, 2019-23",3731
5093,AR,Mississippi County,"High school graduate (or equivalency), 2019-23",11010
5093,AR,Mississippi County,"Some college or associate degree, 2019-23",7510
5093,AR,Mississippi County,"Bachelor's degree or higher, 2019-23",3676
5093,AR,Mississippi County,"Percent of adults who are not high school graduates, 2019-23",14.39040383
5093,AR,Mississippi County,"Percent of adults who are high school graduates (or equivalent), 2019-23",42.46538358
5093,AR,Mississippi County,"Percent of adults completing some college or associate degree, 2019-23",28.96594284
5093,AR,Mississippi County,"Percent of adults with a bachelor's degree or higher, 2019-23",14.17826976
5095,AR,Monroe County,2013 Urban Influence Code,9
5095,AR,Monroe County,2024 Urban Influence Code,9
5095,AR,Monroe County,2013 Rural-urban Continuum Code,7
5095,AR,Monroe County,2023 Rural-urban Continuum Code,9
5095,AR,Monroe County,"Less than a high school diploma, 1970",5972
5095,AR,Monroe County,"High school diploma only, 1970",1414
5095,AR,Monroe County,"Some college (1-3 years), 1970",374
5095,AR,Monroe County,"Four years of college or higher, 1970",307
5095,AR,Monroe County,"Percent of adults with less than a high school diploma, 1970",74
5095,AR,Monroe County,"Percent of adults with a high school diploma only, 1970",17.5
5095,AR,Monroe County,"Percent of adults completing some college (1-3 years), 1970",4.6
5095,AR,Monroe County,"Percent of adults completing four years of college or higher, 1970",3.8
5095,AR,Monroe County,"Less than a high school diploma, 1980",4824
5095,AR,Monroe County,"High school diploma only, 1980",2052
5095,AR,Monroe County,"Some college (1-3 years), 1980",650
5095,AR,Monroe County,"Four years of college or higher, 1980",488
5095,AR,Monroe County,"Percent of adults with less than a high school diploma, 1980",60.2
5095,AR,Monroe County,"Percent of adults with a high school diploma only, 1980",25.6
5095,AR,Monroe County,"Percent of adults completing some college (1-3 years), 1980",8.1
5095,AR,Monroe County,"Percent of adults completing four years of college or higher, 1980",6.1
5095,AR,Monroe County,"Less than high school graduate, 1990",3341
5095,AR,Monroe County,"High school graduate (or equivalency), 1990",2224
5095,AR,Monroe County,"Some college or associate degree, 1990",933
5095,AR,Monroe County,"Bachelor's degree or higher, 1990",596
5095,AR,Monroe County,"Percent of adults who are not high school graduates, 1990",47.1
5095,AR,Monroe County,"Percent of adults who are high school graduates (or equivalent), 1990",31.4
5095,AR,Monroe County,"Percent of adults completing some college or associate degree, 1990",13.2
5095,AR,Monroe County,"Percent of adults with a bachelor's degree or higher, 1990",8.4
5095,AR,Monroe County,"Less than high school graduate, 2000",2391
5095,AR,Monroe County,"High school graduate (or equivalency), 2000",2520
5095,AR,Monroe County,"Some college or associate degree, 2000",1134
5095,AR,Monroe County,"Bachelor's degree or higher, 2000",557
5095,AR,Monroe County,"Percent of adults who are not high school graduates, 2000",36.2
5095,AR,Monroe County,"Percent of adults who are high school graduates (or equivalent), 2000",38.2
5095,AR,Monroe County,"Percent of adults completing some college or associate degree, 2000",17.2
5095,AR,Monroe County,"Percent of adults with a bachelor's degree or higher, 2000",8.4
5095,AR,Monroe County,"Less than high school graduate, 2008-12",1500
5095,AR,Monroe County,"High school graduate (or equivalency), 2008-12",1996
5095,AR,Monroe County,"Some college or associate degree, 2008-12",1408
5095,AR,Monroe County,"Bachelor's degree or higher, 2008-12",726
5095,AR,Monroe County,"Percent of adults who are not high school graduates, 2008-12",26.64298401
5095,AR,Monroe County,"Percent of adults who are high school graduates (or equivalent), 2008-12",35.45293073
5095,AR,Monroe County,"Percent of adults completing some college or associate degree, 2008-12",25.00888099
5095,AR,Monroe County,"Percent of adults with a bachelor's degree or higher, 2008-12",12.89520426
5095,AR,Monroe County,"Less than high school graduate, 2019-23",784
5095,AR,Monroe County,"High school graduate (or equivalency), 2019-23",1924
5095,AR,Monroe County,"Some college or associate degree, 2019-23",1284
5095,AR,Monroe County,"Bachelor's degree or higher, 2019-23",740
5095,AR,Monroe County,"Percent of adults who are not high school graduates, 2019-23",16.56804734
5095,AR,Monroe County,"Percent of adults who are high school graduates (or equivalent), 2019-23",40.65934066
5095,AR,Monroe County,"Percent of adults completing some college or associate degree, 2019-23",27.13440406
5095,AR,Monroe County,"Percent of adults with a bachelor's degree or higher, 2019-23",15.63820795
5097,AR,Montgomery County,2013 Urban Influence Code,7
5097,AR,Montgomery County,2024 Urban Influence Code,6
5097,AR,Montgomery County,2013 Rural-urban Continuum Code,8
5097,AR,Montgomery County,2023 Rural-urban Continuum Code,8
5097,AR,Montgomery County,"Less than a high school diploma, 1970",2393
5097,AR,Montgomery County,"High school diploma only, 1970",906
5097,AR,Montgomery County,"Some college (1-3 years), 1970",191
5097,AR,Montgomery County,"Four years of college or higher, 1970",151
5097,AR,Montgomery County,"Percent of adults with less than a high school diploma, 1970",65.7
5097,AR,Montgomery County,"Percent of adults with a high school diploma only, 1970",24.9
5097,AR,Montgomery County,"Percent of adults completing some college (1-3 years), 1970",5.2
5097,AR,Montgomery County,"Percent of adults completing four years of college or higher, 1970",4.1
5097,AR,Montgomery County,"Less than a high school diploma, 1980",2656
5097,AR,Montgomery County,"High school diploma only, 1980",1645
5097,AR,Montgomery County,"Some college (1-3 years), 1980",367
5097,AR,Montgomery County,"Four years of college or higher, 1980",393
5097,AR,Montgomery County,"Percent of adults with less than a high school diploma, 1980",52.5
5097,AR,Montgomery County,"Percent of adults with a high school diploma only, 1980",32.5
5097,AR,Montgomery County,"Percent of adults completing some college (1-3 years), 1980",7.3
5097,AR,Montgomery County,"Percent of adults completing four years of college or higher, 1980",7.8
5097,AR,Montgomery County,"Less than high school graduate, 1990",2163
5097,AR,Montgomery County,"High school graduate (or equivalency), 1990",1901
5097,AR,Montgomery County,"Some college or associate degree, 1990",975
5097,AR,Montgomery County,"Bachelor's degree or higher, 1990",379
5097,AR,Montgomery County,"Percent of adults who are not high school graduates, 1990",39.9
5097,AR,Montgomery County,"Percent of adults who are high school graduates (or equivalent), 1990",35.1
5097,AR,Montgomery County,"Percent of adults completing some college or associate degree, 1990",18
5097,AR,Montgomery County,"Percent of adults with a bachelor's degree or higher, 1990",7
5097,AR,Montgomery County,"Less than high school graduate, 2000",1950
5097,AR,Montgomery County,"High school graduate (or equivalency), 2000",2537
5097,AR,Montgomery County,"Some college or associate degree, 2000",1406
5097,AR,Montgomery County,"Bachelor's degree or higher, 2000",571
5097,AR,Montgomery County,"Percent of adults who are not high school graduates, 2000",30.2
5097,AR,Montgomery County,"Percent of adults who are high school graduates (or equivalent), 2000",39.2
5097,AR,Montgomery County,"Percent of adults completing some college or associate degree, 2000",21.8
5097,AR,Montgomery County,"Percent of adults with a bachelor's degree or higher, 2000",8.8
5097,AR,Montgomery County,"Less than high school graduate, 2008-12",1280
5097,AR,Montgomery County,"High school graduate (or equivalency), 2008-12",2699
5097,AR,Montgomery County,"Some college or associate degree, 2008-12",2038
5097,AR,Montgomery County,"Bachelor's degree or higher, 2008-12",742
5097,AR,Montgomery County,"Percent of adults who are not high school graduates, 2008-12",18.93771268
5097,AR,Montgomery County,"Percent of adults who are high school graduates (or equivalent), 2008-12",39.9319426
5097,AR,Montgomery County,"Percent of adults completing some college or associate degree, 2008-12",30.15238941
5097,AR,Montgomery County,"Percent of adults with a bachelor's degree or higher, 2008-12",10.97795532
5097,AR,Montgomery County,"Less than high school graduate, 2019-23",808
5097,AR,Montgomery County,"High school graduate (or equivalency), 2019-23",2404
5097,AR,Montgomery County,"Some college or associate degree, 2019-23",2198
5097,AR,Montgomery County,"Bachelor's degree or higher, 2019-23",1096
5097,AR,Montgomery County,"Percent of adults who are not high school graduates, 2019-23",12.41930526
5097,AR,Montgomery County,"Percent of adults who are high school graduates (or equivalent), 2019-23",36.95050722
5097,AR,Montgomery County,"Percent of adults completing some college or associate degree, 2019-23",33.7841992
5097,AR,Montgomery County,"Percent of adults with a bachelor's degree or higher, 2019-23",16.84598832
5099,AR,Nevada County,2013 Urban Influence Code,9
5099,AR,Nevada County,2024 Urban Influence Code,9
5099,AR,Nevada County,2013 Rural-urban Continuum Code,7
5099,AR,Nevada County,2023 Rural-urban Continuum Code,9
5099,AR,Nevada County,"Less than a high school diploma, 1970",4230
5099,AR,Nevada County,"High school diploma only, 1970",1336
5099,AR,Nevada County,"Some college (1-3 years), 1970",280
5099,AR,Nevada County,"Four years of college or higher, 1970",251
5099,AR,Nevada County,"Percent of adults with less than a high school diploma, 1970",69.4
5099,AR,Nevada County,"Percent of adults with a high school diploma only, 1970",21.9
5099,AR,Nevada County,"Percent of adults completing some college (1-3 years), 1970",4.6
5099,AR,Nevada County,"Percent of adults completing four years of college or higher, 1970",4.1
5099,AR,Nevada County,"Less than a high school diploma, 1980",3489
5099,AR,Nevada County,"High school diploma only, 1980",2276
5099,AR,Nevada County,"Some college (1-3 years), 1980",494
5099,AR,Nevada County,"Four years of college or higher, 1980",450
5099,AR,Nevada County,"Percent of adults with less than a high school diploma, 1980",52
5099,AR,Nevada County,"Percent of adults with a high school diploma only, 1980",33.9
5099,AR,Nevada County,"Percent of adults completing some college (1-3 years), 1980",7.4
5099,AR,Nevada County,"Percent of adults completing four years of college or higher, 1980",6.7
5099,AR,Nevada County,"Less than high school graduate, 1990",2560
5099,AR,Nevada County,"High school graduate (or equivalency), 1990",2356
5099,AR,Nevada County,"Some college or associate degree, 1990",945
5099,AR,Nevada County,"Bachelor's degree or higher, 1990",640
5099,AR,Nevada County,"Percent of adults who are not high school graduates, 1990",39.4
